old.tips	new.tips
Blepharocalyx.salicifolius_Landrum.11232	Blepharocalyx.salicifolius_Landrum.11232
Eugenia.sp_Vasconcelos.348	Eugenia.sp_Vasconcelos.348
Eugenia.egensis_Vasconcelos.319	Eugenia.egensis_Vasconcelos.319
Eugenia.anastomosans_Holst.9383	Eugenia.anastomosans_Holst.9383
Eugenia.densiracemosa_Mazine.1072	Eugenia.densiracemosa_Mazine.1072
Eugenia.cucullata_NL110154	Eugenia.cucullata_NL110154
1587ag_Calycorectes_bergii_Giaretta_matrix	Calycorectes.bergii_Giaretta.1587
1616ag_Eugenia_neograndifolia_Giaretta_matrix	Eugenia.neograndifolia_Giaretta.1616
Eugenia.sp_Holst.9435	Eugenia.neograndifolia_Holst.9435
1615ag_Eugenia_neograndifolia_Giaretta_matrix	Eugenia.neograndifolia_Giaretta.1615
Eugenia.latifolia_Prevost.4707	Eugenia.latifolia_Prevost.4707
Eugenia.flavescens_Zappi.415	Eugenia.flavescens_Zappi.415
Eugenia.sparsa_Mazine.1084	Eugenia.sparsa_Mazine.1084
Eugenia.adenocalyx_Giaretta.1441	Eugenia.aff.adenocalyx_Giaretta.1441
Eugenia.leptoclada_Lucas.389	Eugenia.leptoclada_Lucas.389
Eugenia.neoverrucosa_Lucas.118	Eugenia.neoverrucosa_Lucas.118
Eugenia.sphenophylla_Lucas.257	Eugenia.sphenophylla_Lucas.257
Eugenia.talbotii_PM.5037	Eugenia.talbotii_PM.5037
Eugenia.platysema_Mazine.3001	Eugenia.platysema_Mazine.3001
1158mfs_Eugenia_percincta_Giaretta_matrix	Eugenia.percincta_Simon.1158
Eugenia.neoglomerata_Mazine.461	Eugenia.neoglomerata_Mazine.461
Eugenia.bimarginata_Mazine.469	Eugenia.bimarginata_Mazine.469
Eugenia.hiemalis_Mazine.970	Eugenia.hiemalis_Mazine.970
Eugenia.pluriflora_Mazine.961	Eugenia.pluriflora_Mazine.961
Eugenia.unana_Faria.4221	Eugenia.unana_Faria.4221
Eugenia.astringens_Mazine.782	Eugenia.astringens_Mazine.782
Eugenia.bacopari_Mazine.967	Eugenia.bacopari_Mazine.967
Eugenia.lambertiana_Vasconcelos.382	Eugenia.lambertiana_Vasconcelos.382
Eugenia.stictopetala_Mazine.1077	Eugenia.stictopetala_Mazine.1077
Eugenia_greggii_Wilson1534	Eugenia.greggii_Wilson.1534
Eugenia.stictosepala_Zappi.406	Eugenia.stictosepala_Zappi.406
1639ag_Eugenia_fissurata_Giaretta_matrix	Eugenia.fissurata_Giaretta.1639
Eugenia.pacifica_IgeaVS.7887	Eugenia.pacifica_IgeaVS.7887
Eugenia.cocosensis_IgeaVS.7857	Eugenia.cocosensis_IgeaVS.7857
Eugenia.axillaris_Hamilton.553	Eugenia.axillaris_Hamilton.553
Eugenia.foetida_Holst.8865	Eugenia.foetida_Holst.8865
Eugenia.sp_Lucas.1115	Eugenia.foetida_Lucas.1115
Eugenia.monticola_Lucas.1117	Eugenia.monticola_Lucas.1117
Eugenia.monticola_Vasconcelos.566	Eugenia.monticola_Vasconcelos.566
Eugenia.hiraeifolia_MCSouza.1142	Eugenia.hiraeifolia_MCSouza.1142
Eugenia.laevis_Lucas.1113	Eugenia.laevis_Lucas.1113
Eugenia.rhombea_Holst.8864	Eugenia.rhombea_Holst.8864
Calyptrogenia.cuspidata_Vasconcelos.593	Calyptrogenia.cuspidata_Vasconcelos.593
Calyptrogenia.grandiflora_Vasconcelos.588	Calyptrogenia.grandiflora_Vasconcelos.588
Hottea.neibensis_Vasconcelos.590	Hottea.neibensis_Vasconcelos.590
Eugenia.borinquensis_MuscarellaErickson.0118735300	Eugenia.borinquensis_MuscarellaErickson.0118735300
Eugenia.stahlii_Swensen.169	Eugenia.stahlii_Swensen.169
Eugenia.dictyophylla_Clase.8180	Eugenia.dictyophylla_Clase.8180
Eugenia.subavenia_Mazine.805	Eugenia.subavenia_Mazine.805
Eugenia.nutans_Lucas.281	Eugenia.nutans_Lucas.281
Eugenia.pisiformis_Lucas.232	Eugenia.pisiformis_Lucas.232
Eugenia.prasina_Mazine.959	Eugenia.prasina_Mazine.959
Eugenia.verticillata_Duarte.ESA85678	Eugenia.verticillata_Duarte.ESA85678
Eugenia.ellipsoidea_Lucas.879	Eugenia.ellipsoidea_Lucas.879
Eugenia.hirta_Faria.4227	Eugenia.hirta_Faria.4227
4ba_Eugenia_petaloidea_Giaretta_matrix	Eugenia.petaloidea_Amorim.1765
Eugenia.goiapabana_Bunger.Sn	Eugenia.goiapabana_Bunger.Sn
Eugenia.crassa_Giacomin.1860	Eugenia.crassa_Giacomin.1860
1498ag_Eugenia_umbrosa_Giaretta_matrix	Eugenia.umbrosa_Giaretta.1498
Eugenia.grandissima_Faria.6270	Eugenia.grandissima_Faria.6270
Eugenia.umbrosa_Mazine.1085	Eugenia.umbrosa_Mazine.1085
1646ag_Eugenia_rara_Giaretta_matrix	Eugenia.rara_Giaretta.1646
Eugenia.bahiensis_Faria.4229	Eugenia.bahiensis_Faria.4229
16487gps_Eugenia_abunan_Giaretta_matrix	Eugenia.abunan_PereiraSilva.16487
971mfs_Eugenia_feijoi_Giaretta_matrix	Eugenia.feijoi_Simon.971
2032mfs_Eugenia_fasciculiflora_Giaretta_matrix	Eugenia.fasciculiflora_Simon.2032
1419ag_Eugenia_pisonis_Giaretta_matrix	Eugenia.pisonis_Giaretta.1419
1514ag_Eugenia_costata_Giaretta_matrix	Eugenia.costata_Giaretta.1514
1651ag_Eugenia_joseramosii_Giaretta_matrix	Eugenia.joseramosii_Giaretta.1651
1517ag_Eugenia_kerianthera_Giaretta_matrix	Eugenia.kerianthera_Giaretta.1517
Eugenia.spruceana_Holst.9465	Eugenia.spruceana_Holst.9465
Eugenia.cerasiflora_Vasconcelos.419	Eugenia.cerasiflora_Vasconcelos.419
Eugenia.cerasiflora_Urban.PRU092792	Eugenia.cerasiflora_Urban.PRU092792
Eugenia.rotula_Faria.4190	Eugenia.rotula_Faria.4190
Eugenia.punicifolia_Mazine.1065	Eugenia.punicifolia_Mazine.1065
Eugenia.punicifolia_Prevost.4724	Eugenia.punicifolia_Prevost.4724
2436cnf_Eugenia_lagoensis_Giaretta_matrix	Eugenia.lagoensis_Fraga.2436
Eugenia.melanogyna_Mazine.969	Eugenia.melanogyna_Mazine.969
Eugenia.macrocalyx_Gonzalez.NH200102	Eugenia.wentii_Gonzalez.NH200102
Eugenia.wentii_Holst.9421	Eugenia.wentii_Holst.9421
Eugenia.longipetiolata_Bunger.626	Eugenia.longipetiolata_Bunger.626
Eugenia.sp_46422	Eugenia.sp_46422_Faria.6573
Eugenia.speciosa_Mota.2477	Eugenia.speciosa_Mota.2477
Eugenia.speciosa_Bunger.585	Eugenia.speciosa_Bunger.585
Eugenia.bunchosiifolia_Faria.2513	Eugenia.bunchosiifolia_Faria.2513
Eugenia.bunchosiifolia_Vasconcelos.466	Eugenia.bunchosiifolia_Vasconcelos.466
Eugenia.stigmatosa_Sampaio.ESA46414	Eugenia.stigmatosa_Sampaio.ESA85684
Eugenia.luschnathiana_Faria.3140	Eugenia.luschnathiana_Faria.3140
Eugenia.verdoorniae_vanWyk.12697	Eugenia.verdoorniae_vanWyk.12697
Eugenia.sp_vanWyk.12716	Eugenia.sp_vanWyk.12716
Eugenia.erythrophylla_vanderMerwe.259	Eugenia.erythrophylla_vanderMerwe.259
Eugenia.zeyheri_Maurin.1800	Eugenia.zeyheri_Maurin.1800
Eugenia.zeyheri_vanWyk.12696	Eugenia.zeyheri_vanWyk.12696
Eugenia.zuluensis_Abbott.9188	Eugenia.zuluensis_Abbott.9188
Eugenia.natalitia_Maurin.1796	Eugenia.natalitia_Maurin.1796
Eugenia.umtamvunensis_Maurin.1794	Eugenia.umtamvunensis_Maurin.1794
Eugenia.woodii_vanWyk.12695	Eugenia.woodii_vanWyk.12695
Eugenia.woodii_Maurin.MvdB26	Eugenia.woodii_Maurin.MvdB26
Eugenia.sp_vanWyk.12717	Eugenia.sp_vanWyk.12717
Eugenia.sp_vanWyk.12702	Eugenia.sp_vanWyk.12702
Eugenia.albanensis_vanWyk.12723	Eugenia.capensis_vanWyk.12723
Eugenia.erythrophylla_Maurin.1801	Eugenia.erythrophylla_Maurin.1801
Eugenia.roseopetiolata_Vasconcelos.Sn	Eugenia.roseopetiolata_Vasconcelos.Sn
Eugenia.reinwardtiana_Holst.8870	Eugenia.reinwardtiana_Holst.8870
Eugenia.reinwardtiana_Zappi.Sn	Eugenia.reinwardtiana_Zappi.Sn
Eugenia.reinwardtiana_Hyland.9245	Eugenia.reinwardtiana_Hyland.9245
Eugenia.reinwardtiana_Wilson.Sn.977022	Eugenia.reinwardtiana_Wilson.Sn.977022
Eugenia.sp_RayA.2016	Eugenia.sp_RayA.2016
Eugenia.calcadensis_DharmarErkings.Sn	Eugenia.calcadensis_DharmarErkings.Sn
Eugenia.singampattiana_Erkings.Sn	Eugenia.singampattiana_Erkings.Sn
Eugenia.wynadensis_Rajkumar.310	Eugenia.wynadensis_Rajkumar.310
Eugenia.tropophylla_Lowrey.2134	Eugenia.tropophylla_Lowrey.2134
Eugenia.pollicina_MoorhouseGann.Sn	Eugenia.pollicina_MoorhouseGann.Sn
Eugenia.buxifolia_Wilson.10740	Eugenia.buxifolia_Wilson.10740
Eugenia.vaughanii_Page.69	Eugenia.vaughanii_Page.69
Eugenia.orbiculata_Florens.Sn.PRU092779	Eugenia.orbiculata_Florens.Sn.PRU092779
Eugenia.orbiculata_Page.104	Eugenia.orbiculata_Page.104
Eugenia.neofasciculata_Page.105	Eugenia.neofasciculata_Page.105
Eugenia.pollicina_Page.106	Eugenia.pollicina_Page.106
Eugenia.tinifolia_Page.25	Eugenia.tinifolia_Page.25
Eugenia.tinifolia_Florens.Sn.PRU092783	Eugenia.tinifolia_Florens.Sn.PRU092783
Eugenia.pyxidata_MoorhouseGann.Sn	Eugenia.pyxidata_MoorhouseGann.Sn
Monimiastrum.globosum_Florens.Sn.PRU092785	Eugenia.kanakana_Florens.Sn.PRU092785
Eugenia.crassipetala_Florens.Sn.PRU092782	Eugenia.crassipetala_Florens.Sn.PRU092782
Eugenia.lucida_Florens.Sn.PRU092784	Eugenia.lucida_Florens.Sn.PRU092784
Eugenia.bojeri_Page.32	Eugenia.bojeri_Page.32
Eugenia.mespiloides_Wilson.10741	Eugenia.mespiloides_Wilson.10741
Eugenia.bullata_Vasconcelos.608	Eugenia.bullata_Vasconcelos.608
Eugenia.paludosa_Vasconcelos.646	Eugenia.paludosa_Vasconcelos.646
Eugenia.brongniartiana_Pillon.176	Eugenia.brongniartiana_Pillon.176
Eugenia.eggersii_Swensen.212	Eugenia.eggersii_Swensen.212
Eugenia.patens_Lucas.104	Eugenia.patens_Lucas.104
Eugenia.biflora_Mazine.1075	Eugenia.biflora_Mazine.1075
Eugenia.intermedia_Araujo.1788	Eugenia.intermedia_Araujo.1788
Eugenia.domingensis_Swensen.180	Eugenia.domingensis_Swensen.180
Eugenia.paracatuana_44433	Eugenia.paracatuana_Silva.64
Eugenia.florida_Mazine.965	Eugenia.florida_Mazine.965
Eugenia.paracatuana_43962	Eugenia.paracatuana_Faria.2928
Eugenia.domingensis_Lucas.1127	Eugenia.domingensis_Lucas.1127
Eugenia.orbignyana_Mazine.1067	Eugenia.chiquitensis_Mazine.1067
Eugenia.longiracemosa_Vasconcelos.310	Eugenia.longiracemosa_Vasconcelos.310
Eugenia.complicata_PORosa.1399	Eugenia.cristaensis_PORosa.1399
Eugenia.angustissima_Vasconcelos.405	Eugenia.angustissima_Vasconcelos.405
Eugenia.sp_Vasconcelos.295	Eugenia.angustissima_Vasconcelos.295
Eugenia.modesta_Mazine.854	Eugenia.modesta_Mazine.854
Eugenia.binata_Colletta.1208	Eugenia.binata_Colletta.1208
Eugenia.oblongata_Mazine.804	Eugenia.oblongata_Mazine.804
Eugenia.capparidifolia_Mazine.845	Eugenia.capparidifolia_Mazine.845
Eugenia.repanda_Mazine.1090	Eugenia.repanda_Mazine.1090
Eugenia.microphylla_Urban.PRU092791	Eugenia.sprengelii_Urban.PRU092791
Eugenia.repanda_Lucas.273	Eugenia.repanda_Lucas.273
Eugenia.inversa_Faria.4230	Eugenia.inversa_Faria.4230
Eugenia.plicatocostata_Popovkin.1770	Eugenia.plicatocostata_Popovkin.1770
1160el_Eugenia_caloneura_Giaretta_matrix	Eugenia.caloneura_Lucas.1160
1489ag_Eugenia_neoriedeliana_Giaretta_matrix	Eugenia.neoriedeliana_Giaretta.1489
159atl_Eugenia_zuccarinii_Giaretta_matrix	Eugenia.zuccarinii_Brandao.159
Eugenia.subterminalis_Mazine.974	Eugenia.subterminalis_Mazine.974
1465ag_Eugenia_vattimoana_Giaretta_matrix	Eugenia.vattimoana_Giaretta.1465
Eugenia.brevistyla_Mazine.993	Eugenia.brevistyla_Mazine.993
1493ag_Eugenia_brevistyla_Giaretta_matrix	Eugenia.brevistyla_Giaretta.1493
Eugenia.acutata_Vasconcelos.506	Eugenia.acutata_Vasconcelos.506
1500ag_Eugenia_longohypanthiata_Giaretta_matrix	Eugenia.longohypanthiata_Giaretta.1500
1629ag_Eugenia_guanabarina_Giaretta_matrix	Eugenia.guanabarina_Giaretta.1629
Eugenia.excelsa_Lucas.125	Eugenia.excelsa_Lucas.125
Eugenia.platyphylla_Lucas.1188	Eugenia.platyphylla_Lucas.1188
Eugenia.coffeifolia_Holst.9516	Eugenia.coffeifolia_Holst.9516
Eugenia.confusa_Abbott.24085	Eugenia.confusa_Abbott.24085
Eugenia.lindahlii_Clase.7839	Eugenia.lindahlii_Clase.7839
Eugenia.pistaciifolia_Faria.1782	Eugenia.pistaciifolia_Faria.1782
Eugenia.magnibracteolata_Bunger.627	Eugenia.magnibracteolata_Bunger.627
Eugenia.regia_Bunger.578	Eugenia.regia_Bunger.578
Eugenia.cuprea_Mazine.950	Eugenia.expansa_Mazine.950
Eugenia.bocainensis_Duarte.ESA.85677	Eugenia.puberula_Duarte.ESA.85677
Eugenia.expansa_Bunger.634	Eugenia.expansa_Bunger.634
Eugenia.puberula_Bunger.629	Eugenia.puberula_Bunger.629
Eugenia.selloi_Bunger.566	Eugenia.selloi_Bunger.566
Eugenia.ruschiana_Bunger.618	Eugenia.ruschiana_Bunger.618
Eugenia.glandulosa_Faria.37	Eugenia.glandulosa_Faria.37
Eugenia.calycina_Mazine.1018	Eugenia.involucrata_Mazine.1018
Eugenia.involucrata_Bunger.551	Eugenia.involucrata_Bunger.551
Eugenia.involucrata_Vasconcelos.256	Eugenia.involucrata_Vasconcelos.256
Eugenia_involucrata_UrbanPRU092793	Eugenia.involucrata_UrbanPRU092793
Eugenia.macrobracteolata_Faria.3050	Eugenia.macrobracteolata_Faria.3050
Eugenia.sp_Moraes.600	Eugenia.magnisepala_Moraes.600
Eugenia.pyriformis_Faria.3086	Eugenia.pyriformis_Faria.3086
Eugenia.pyriformis_Faria.3063	Eugenia.pyriformis_Faria.3063
Eugenia.pyriformis_Faria.3166	Eugenia.pyriformis_Faria.3166
Eugenia.pyriformis_Faria.1011	Eugenia.pyriformis_Faria.1011
Eugenia.pyriformis_Mazine.1028	Eugenia.pyriformis_Mazine.1028
Eugenia.ternatifolia_Faria.2861	Eugenia.ternatifolia_Faria.2861
Eugenia.sellowiana_Faria.3088	Eugenia.sellowiana_Faria.3088
Eugenia.sp_Faria.3153	Eugenia.sp_Faria.3153
Eugenia.sellowiana_Faria.907	Eugenia.sellowiana_Faria.907
Eugenia.sellowiana_Faria.2827	Eugenia.sellowiana_Faria.2827
Eugenia.langsdorffii_Faria.2000	Eugenia.langsdorffii_Faria.2000
Eugenia.langsdorffii_Faria.918	Eugenia.langsdorffii_Faria.918
Eugenia.itajurensis_Faria.2399	Eugenia.itajurensis_Faria.2399
Eugenia.itajurensis_46425	Eugenia.itajurensis_Faria.6723
Eugenia.sp_Faria.2732	Eugenia.sp_Faria.2732
Eugenia.aff.ischnosceles_Faria.1223	Eugenia.aff.ischnosceles_Faria.1223
Eugenia.sellowiana_Faria.1744	Eugenia.sellowiana_Faria.1744
Eugenia.pyriformis_DaSilvaFarias.4528	Eugenia.pyriformis_DaSilvaFarias.4528
Eugenia.sp_46427	Eugenia.sp_Faria.2624
Eugenia.sp_Faria.2622	Eugenia.sp_Faria.2622
Eugenia.sp_GCosta.470	Eugenia.sp_GCosta.470
Eugenia.sp_Faria.2592	Eugenia.sp_Faria.2592
Eugenia.sp_Faria.2591	Eugenia.sp_Faria.2591
Eugenia.sp_Faria.2617	Eugenia.sp_Faria.2617
Eugenia.excoriata_Faria.2612	Eugenia.excoriata_Faria.2612
Eugenia.pohliana_Landim.1674	Eugenia.pohliana_Landim.1674
Eugenia.excoriata_Faria.2539	Eugenia.excoriata_Faria.2539
Eugenia.beaurepairiana_Mazine.1008	Eugenia.beaurepairiana_Mazine.1008
Eugenia.piresiana_Garcia.Sn	Eugenia.piresiana_Garcia.Sn
Eugenia.piresiana_Faria.3101	Eugenia.piresiana_Faria.3101
Eugenia.supraaxillaris_Faria.3033	Eugenia.supraaxillaris_Faria.3033
Eugenia.supraaxillaris_Mazine.994	Eugenia.supraaxillaris_Mazine.994
Eugenia.pohliana_Faria.1888	Eugenia.pohliana_Faria.1888
Eugenia.stipitata_Stadnik.428	Eugenia.stipitata_Stadnik.428
Eugenia.stipitata_Vasconcelos.677	Eugenia.stipitata_Vasconcelos.677
Eugenia.stipitata_Holst.8872	Eugenia.stipitata_Holst.8872
Eugenia.stipitata_MCSouza.Sn	Eugenia.stipitata_MCSouza.Sn
Eugenia.victoriana_Vasconcelos.717	Eugenia.victoriana_Vasconcelos.717
Eugenia.armeniaca_Holst.9400	Eugenia.armeniaca_Holst.9400
Eugenia.brasiliensis_Lucas.126	Eugenia.brasiliensis_Lucas.126
Eugenia.neomyrtifolia_Mazine.953	Eugenia.neomyrtifolia_Mazine.953
Eugenia.ligustrina_MuscarellaErickson.0132456823	Eugenia.ligustrina_MuscarellaErickson.0132456823
Eugenia.sulcata_Mazine.787	Eugenia.sulcata_Mazine.787
Eugenia.sulcata_Lucas.68	Eugenia.sulcata_Lucas.68
Eugenia.uniflora_Abbott.23855	Eugenia.uniflora_Abbott.23855
Eugenia.uniflora_Lucas.207	Eugenia.uniflora_Lucas.207
Eugenia.pitanga_Mazine.1044	Eugenia.pitanga_Mazine.1044
Eugenia.handroi_Mazine.951	Eugenia.handroi_Mazine.951
Eugenia.hamiltonii_Mazine.1033	Eugenia.hamiltonii_Mazine.1033
Eugenia.handroi_Faria.3100	Eugenia.handroi_Faria.3100
Eugenia.myrcianthes_Faria.2850	Eugenia.myrcianthes_Faria.2850
Eugenia.splendens_Faria.1929	Eugenia.splendens_Faria.1929
Eugenia.splendens_Faria.4196	Eugenia.splendens_Faria.4196
Eugenia.splendens_Faria.6793	Eugenia.splendens_Faria.6793
Eugenia.azuruensis_Faria.2646	Eugenia.azuruensis_Faria.2646
Eugenia.azuruensis_Faria.2642	Eugenia.azuruensis_Faria.2642
Eugenia.rosea_Faria.2579	Eugenia.rosea_Faria.2579
Eugenia.klotzschiana_Faria.2006	Eugenia.klotzschiana_Faria.2006
Eugenia.laruotteana_Faria.3139	Eugenia.laruotteana_Faria.3139
Eugenia.sp_Faria.2287	Eugenia.sp_Faria.2287
Myrcia.micropetala_Jardim.1076	Myrcia.micropetala_Jardim.1076
Eugenia.sp_Faria.2582	Eugenia.altissima_Faria.2582
Eugenia.sp_Farney.4464	Eugenia.farneyi_Farney.4464
Eugenia.malacantha_Faria.3037	Eugenia.malacantha_Faria.3037
Eugenia.pyriformis_Faria.3870	Eugenia.pyrifera_Faria.3870
Eugenia.malacantha_Faria.3043	Eugenia.malacantha_Faria.3043
Eugenia.leitonii_46426	Eugenia.leitonii_Faria.6308
Eugenia.tetramera_Holst.9422	Eugenia.tetramera_Holst.9422
Eugenia.laruotteana_46423	Eugenia.laruotteana_Faria.6433
Eugenia.azurensis_Faria.4168	Eugenia.azurensis_Faria.4168
Eugenia.patrisii_46446	Eugenia.patrisii_Staggemeier.834
Eugenia.patrisii_Vasconcelos.327	Eugenia.patrisii_Vasconcelos.327
Eugenia.patrisii_Holst.9514	Eugenia.patrisii_Holst.9514
Psidium_appendiculatum_S2500_Proenca_matrix	Psidium.appendiculatum_SiqueiraFilho.2500
Eugenia.dysenterica_Mazine.466	Eugenia.dysenterica_Mazine.466
Eugenia.arenosa_Mazine.1043	Eugenia.arenosa_Mazine.1043
Myrcianthes.roncesvallensis_Parra.O849	Myrcianthes.roncesvallensis_Parra.O849
Myrcianthes.pseudomato_Beck.9667	Myrcianthes.pseudomato_Beck.9667
Myrcianthes.pungens_Faria.2759	Myrcianthes.pungens_Faria.2759
Myrcianthes.pungens_Tressens.5481	Myrcianthes.pungens_Tressens.5481
Myrcianthes.callicoma_Wood.21047_Proenca_matrix	Myrcianthes.callicoma_Wood.21047
Myrcianthes.osteomeloides_Wood.21051_Proenca_matrix	Myrcianthes.osteomeloides_Wood.21051
Myrcianthes.pseudomato_Proenca.5440_Proenca_matrix	Myrcianthes.pseudomato_Proenca.5440
Myrcianthes.cisplatensis_Landrum.11233	Myrcianthes.cisplatensis_Landrum.11233
Myrcianthes.fragrans_Hamilton.552	Myrcianthes.fragrans_Hamilton.552
Lophomyrtus.obcordata_Belsham.M41	Lophomyrtus.obcordata_Belsham.M41
Neomyrtus.pedunculata_Belsham.M42	Neomyrtus.pedunculata_Belsham.M42
Lophomyrtus.bullata_Belsham.M31	Lophomyrtus.bullata_Belsham.M31
Lenwebbia.prominens_Snow.7463	Lenwebbia.prominens_Snow.7463
Myrteola.nummularia_RBGE.19961096	Myrteola.nummularia_RBGE.19961096
Ugni.molinae_Belsham.M69	Ugni.molinae_Belsham.M69
Ugni.molinae_Murillo.4213	Ugni.molinae_Murillo.4213
Ugni.candollei_Vasconcelos.Sn	Ugni.candollei_Vasconcelos.Sn
Ugni_myricoides_Itayguara_matrix	Ugni.myricoides_Landrum.9372
Ugni.selkirkii_Gardner.31	Ugni.selkirkii_Gardner.31
Psidium_bergianum_Itayguara_matrix	Psidium.bergianum_Costa.627
Psidium_basanthum_P3021_Proenca_matrix	Psidium.basanthum_Proenca.3021
Psidium_larruotteanum_C624_Proenca_matrix	Psidium.larruotteanum_Costa.624
Psidium_bergianum_F6839_Proenca_matrix	Psidium.bergianum_Faria.6839
Psidium_larruotteanum_P3069_Proenca_matrix	Psidium.larruotteanum_Proenca.3069
Psidium_eustachyum_F6405_Proenca_matrix	Psidium.sp_Faria.6405
Psidium_robustum_F6370_Proenca_matrix	Psidium.robustum_Faria.6370
Psidium_myrtoides_Itayguara_matrix	Psidium.myrtoides_Costa.816
Psidium_corynanthum_P5332_Proenca_matrix	Psidium.corynanthum_Proenca.5332
Psidium_rufum_P3230_Proenca_matrix	Psidium.widgrenianum_Proenca.3230
Psidium_myrtoides_F6838_Proenca_matrix	Psidium.myrtoides_Faria.6838
Psidium_lagoense_O492_Proenca_matrix	Psidium.lagoense_Ordones.492
Psidium.laruotteanum_Faria.2362	Psidium.laruotteanum_Faria.2362
Psidium.grazielae_Amelia_matrix	Psidium.grazielae_Tuler.496
Psidium.bergianum_Amelia_matrix	Psidium.bergianum_Tuler.617
Psidium.rufum2_Amelia_matrix	Psidium.rufum_Tuler.538
Psidium.rufum1_Amelia_matrix	Psidium.rufum_Tuler.537
Psidium_cupreum_F4271_Proenca_matrix	Psidium.cupreum_Faria.4271
Psidium.rufum_Faria.4270	Psidium.cupreum_Faria.4271
Psidium.oblongatum_Amelia_matrix	Psidium.oblongatum_Tuler.567
Psidium.cauliflorum1_Amelia_matrix	Psidium.cauliflorum_Tuler.511
Psidium.cauliflorum2_Amelia_matrix	Psidium.cauliflorum_Tuler.480
Psidium.firmum_Amelia_matrix	Psidium.firmum_Tuler.618
Psidium.macahense_vale_5_Amelia_matrix	Psidium.macahense_Tuler.532
Psidium.brownianum_Vasconcelos.465	Psidium.macahense_Vasconcelos.465
Psidium.macahense_vale_6_Amelia_matrix	Psidium.macahense_Tuler.455
Psidium.macahense_vale_7_Amelia_matrix	Psidium.macahense_Tuler.457
Psidium.brownianum_Faria.2519	Psidium.macahense_Faria.2519
Psidium.rotundidiscum_Amelia_matrix	Psidium.rotundidiscum_Tuler.626
Psidium.ganevii_Amelia_matrix	Psidium.ganevii_Stadnik.314
Psidium.myrtoides_Amelia_matrix	Psidium.myrtoides_Stadnik.366
Calycolpus_sessiliflorus_B743_Proenca_matrix	Calycolpus.sessiliflorus_Bringel.743
Psidium_eugenioides_V473_Proenca_matrix	Psidium.eugenioides_Vasconcelos.473
Psidium.amplexicaule_SantosNeto.40	Psidium.amplexicaule_SantosNeto.40
Psidium_schenckianum_Itayguara_matrix	Psidium.schenckianum_Costa.772
Psidium_sartorianum_P2993_Proenca_matrix	Psidium.sartorianum_Proenca.2993
Psidium_luridum_P3071_Proenca_matrix	Psidium.luridum_Proenca.3071
Psidium_sartorianum_F2195_Proenca_matrix	Psidium.sartorianum_Faria.2195
Psidium.myrsinites_Amelia_matrix	Psidium.myrsinites_Tuler.613
Psidium_myrsinites_C758_Proenca_matrix	Psidium.myrsinites_Costa.758
Psidium.appendiculatum_Amelia_matrix	Psidium.appendiculatum_Tuler.619
Plinia_renatiana_F1219	Plinia.renatiana_Faria.1219
Calyptrogenia.biflora_Vasconcelos.565	Calyptrogenia.biflora_Vasconcelos.565
Psidium.acranthum_Vasconcelos.578	Psidium.acranthum_Vasconcelos.578
Psidium_rhombeum_C815_Proenca_matrix	Psidium.rhombeum_Costa.815
Psidium.brownianum_Amelia_matrix	Psidium.brownianum_Tuler.606
Psidium_cattleianum_C819b_Proenca_matrix	Psidium.cattleyanum_Costa.819b
Psidium_cattleianum_C486_Proenca_matrix	Psidium.cattleyanum_Costa.486
Psidium_araucanum_C837_Proenca_matrix	Psidium.araucanum_Costa.837
Psidium.cattleianum_Lucas.213	Psidium.cattleyanum_Lucas.213
Psidium_cattleianum_C606_Proenca_matrix	Psidium.cattleyanum_Costa.606
Psidium.longipetiolatum_Amelia_matrix	Psidium.cattleyanum_RB595299
Psidium.cattleyanum_Amelia_matrix	Psidium.cattleyanum_Tuler.553
Psidium.grandifolium2_Amelia_matrix	Psidium.grandifolium_Tuler.612
Psidium.grandifolium1_Amelia_matrix	Psidium.grandifolium_Tuler.616
Psidium_grandifolium_1_Itayguara_matrix	Psidium.grandifolium_Costa.654
Psidium_cinereum_S4535_Proenca_matrix	Psidium.cinereum_Silva.4535
Psidium_australe_var_suffruticosum_C538_Proenca_matrix	Psidium.australe.var.suffruticosum_Costa.538
Psidium_australe_var_argenteum_C540_Proenca_matrix	Psidium.australe.var.argenteum_Costa.540
Psidiu.grandifolium_Faria.6689	Psidium.grandifolium_Faria.6689
Psidium_ratterianum_P3068_Proenca_matrix	Psidium.ratterianum_Proenca.3068
Psidium_guineense_C817_Proenca_matrix	Psidium.guineense_Costa.817
Psidium_australe_P5376_Proenca_matrix	Psidium.australe_Proenca.5376
Psidium.cinereum_DaSilvaFarias.4535	Psidium.cinereum_DaSilvaFarias.4535
Psidium_guajava_Itayguara_matrix	Psidium.guajava_Costa.sn
Psidium.guajava_Landrum.7866	Psidium.guajava_Landrum.7866
Psidium_guajava_Proenca_matrix	Psidium.guajava_Costa.476
Psidium_acutangulum_Itayguara_matrix	Psidium.acutangulum_Costa.sn
Psidium_acutangulum_C490_Proenca_matrix	Psidium.acutangulum_Costa.490
Psidium_friedrichstalianum_Itayguara_matrix	Psidium.friedrichstalianum_Verola.sn
Psidium_kennedyanum_Us.n._Proenca_matrix	Psidium.kennedyanum_Ushoa.sn
Myrrhinium.atropurpureum_Costa.594	Myrrhinium.atropurpureum_Costa.594
